2022-02-19 11:53:25.462776
EAN,Name,MRP,Price
252171,"Cothas Coffee Coffee - Powder, Speciality Blend of Coffee & Chicory Powder, 200 g Pouch",Rs 114,Rs 101.71
40211318,"Ariel Matic Liquid Detergent - Top Load, 2 L Super Saver Pack",Rs 390,Rs 319.80
303124,"BORGES Durum Wheat Pasta - Spaghetti, 500 g Pouch",Rs 250,Rs 125
100428245,"Himalaya Baby Baby Cream, 100 ml Tube",Rs 150,Rs 117
119377,"Boost Nutrition Drink - Health, Energy & Sports, 1 Kg Carton",Rs 468,Rs 444.60
40018895,"BB Royal Idli Rice, 2 kg Pouch",Rs 120,Rs 99
40130608,"Comfort After Wash Morning Fresh Fabric Conditioner, 2 L",Rs 480,Rs 441
40023469,"Fresho Beans - Organically Grown, 500 g",Rs 33.75,Rs 27
180584,"Amul Masti Buttermilk - Spice, 1 L",Rs 50,Rs 47.47
10000440,"BB Royal Moong Dal/Hesaru Bele, 500 g Pouch",Rs 100,Rs 73
10000037,"Fresho Beans - Broad, 250 g",Rs 23.75,Rs 13.89
10000166,"Fresho Radish - White, 500 g",Rs 11.88,Rs 9.09
40018072,"Coca Cola Coke Zero Soft Drink - No Sugar, 300 ml Can",Rs 40,Rs 30.30
40114332,"Paper Boat Coconut Water, 200 ml",Rs 50,Rs 36
1212196,"BORGES Extra Virgin Olive Oil 2L + Olive Leaf Infusion - Olive & Lemongrass 15 g, Combo 2 Items",Rs 2849,Rs 1419.37
1209661,"Fresho Methi 250 g + Coriander Leaves 100 g + Palak 250 g + Curry Leaves 100 g, Combo 4 Items",Rs 50.82,Rs 33.76
264377,"Tata Tea Kanan Devan Tea, 100 g",Rs 32,Rs 30.40
274148,"Fortune  Sun Lite - Sunflower Refined Oil, 5 L Can",Rs 770,Rs 731.50
30000155,"BB Royal Besan Fine/Kadale Hittu, 1 kg Pouch",Rs 150,Rs 79
147491,"Saffola Gold Refined Cooking oil | Blended Rice Bran & Sunflower oil | Helps Keeps Heart Healthy, 1 L Pouch",Rs 210,Rs 193.20
266979,"Surf Excel Matic Top Load Detergent Powder, 1 kg",Rs 240,Rs 228
20005343,"Sensodyne Repair & Protect Toothpaste - Daily Sensitivity Protection, For Strong Teeth, Healthy Gums, 70 g",Rs 185,Rs 175.75
10000346,"Fresho Banana - Nendran, 1 kg",Rs 67.50,Rs 38.50
1202514,"bb Combo Fresho Meat Chicken Curry Cut Without Skin 1kg + Everest Chicken Masala 100g, Combo 2 Items",Rs 364,Rs 315.30
40159899,"Super Saver Toor/Arhar Dal - Desi, 5 kg",Rs 750,Rs 504
1205385,"BB Royal Idli - Sooji 2kg + Sugar 2kg + Peanuts/ Mungaphali/Shengdana - Raw 500gm, Combo 3 Items",Rs 375,Rs 242
40186968,"BB Royal Organic Jaggery/Bella Powder, 500 g Jar",Rs 95,Rs 50
100647221,"Fortune  Rice Bran Oil, 1 L Pouch",Rs 185,Rs 170
210060,"Nivea Body Lotion for Very Dry Skin, Nourishing Body Milk with 2x Almond Oil, For Men & Women, 400 ml",Rs 399,Rs 231.42
40090041,"Baby Dove Rich Moisture Lotion - Sensitive Care, Natural, No Parabens, 200 ml",Rs 180,Rs 128.40
40174570,"HIT Anti Mosquito Racquet - Rechargeable Insect Killer Bat With LED Light, 1 pc (6 Months Warranty)",Rs 549,Rs 521.55
1212175,"Epigamia  Greek Yogurt - Natural + Alphonso Mango + Strawberry + Blueberry (90 g each), Combo 4 Pcs",Rs 200,Rs 185.84
100008537,"Dettol Skincare Bathing Soap Bar - With Glycerine, Moisturising, Protects From Germs, 75 g",Rs 38,Rs 36.10
40023114,"BORGES Canola Oil, 1 L Bottle",Rs 399,Rs 270
1213732,"bb Combo Fresho Chicken Curry Cut Without Skin 1 kg + Kara Coconut Milk - Classic 400 ml, Combo 2 Items",Rs 420,Rs 368.50
40151006,"Himalaya Gentle Baby Soap, 75 g",Rs 50,Rs 48.50
40009472,"Fresho White Sandwich Bread - Safe, Preservative Free, 400 g",Rs 39,Rs 37.05
40111912,"Whisper  Ultra Soft Air Fresh Sanitary Pads - With Wider & Longer Back, XL, 50 pcs",Rs 450,Rs 351.01
1200367,"Harpic Disinfectant Toilet Cleaner Liquid, Rose, 500 ml each (Pack of 2)",Rs 198,Rs 185.10
1200637,"BB Royal Sooji - Ordinary, 1 kg + Besan Flour, 1 kg + Maida 1 kg, Combo",Rs 270,Rs 157
10000488,"BB Royal Jaggery/Bella Round, 500 g",Rs 50,Rs 35
200327,"Pril Dishwash Liquid - Lime, 2X Active, 2 L Bottle",Rs 445,Rs 342
10000049,"Fresho Bitter Gourd, 500 g",Rs 25,Rs 19.19
10000194,"Fresho Sweet Potato, 500 g",Rs 25,Rs 20
10000087,"Fresho Chow Chow, 500 g",Rs 12.50,Rs 9.09
40103424,"Epigamia  Greek Yogurt - Natural, Low Fat, 400 g Cup",Rs 200,Rs 190
270179,"Dettol Instant Hand Sanitizer Liquid Gel - Original, Kills Germs, Alcohol-Based, Non-Sticky, 200 ml Bottle",Rs 100,Rs 95
263526,"Britannia Good Day Cashew Cookies, 200 g",Rs 40,Rs 36
30005144,"Whiskas Dry Cat Food - Tuna Flavour, For Adult Cats, +1 Year, 1.2 kg",Rs 430,Rs 408.50
40072455,"BB Royal Organic Kabuli Chana/Kabuli Kadale, 500 g",Rs 88,Rs 75
40067275,"BB Popular Fenugreek/Methi/Menthya, 100 g",Rs 20,Rs 17
1215095,"Fresho Chicken Curry Cut 1kg + Seer Fish Slice/Steaks 500 g, Combo 2 Items",Rs 1719,Rs 1344
122790,"Pedigree Dry Dog Food - Chicken & Milk, For Puppy, 3 kg",Rs 690,Rs 655.50
1202437,"Lizol Disinfectant Surface & Floor Cleaner Liquid Citrus 2 L + Floral 2 L, Combo (Pack of 2)",Rs 798,Rs 712
1202436,"Lizol Disinfectant Surface & Floor Cleaner Liquid Citrus 500 ml + Floral 500 ml, Combo (Pack of 2)",Rs 206,Rs 177.72
1200284,"Lizol Disinfectant Surface & Floor Cleaner Liquid Citrus 975 ml + Floral 975 ml, Combo (Pack of 2)",Rs 410,Rs 347
1216056,"Lizol Disinfectant Surface & Floor Cleaner Liquid Floral 2 L + Citrus 500 ml, Combo 2 Items",Rs 502,Rs 444.27
1203206,"BB Royal Red Chilli/Lal Mirch 200gm + Cumin/Jeera - Whole 200gm, Combo 2 Items",Rs 180,Rs 130
1200596,"Vim Dishwash Bar 200 gm + Dishwash Gel - Lemon 250 ml, Combo 2 Items",Rs 100,Rs 90.74
40018885,"BB Royal Chilli - Guntur with Stem, 500 g",Rs 200,Rs 158
292149,"Nescafe  Sunrise Instant Coffee - Chicory Mix, Rich In Aroma & Flavour, 100 g Pouch",Rs 175,Rs 166.25
1205173,"bb Combo Surf Excel MaticFront Load Detergent 2kg + Comfort After Wash MorningFresh 800ml, Combo 2 Items",Rs 785,Rs 587.30
40203924,"BB Royal Organic - Moong Dal/Hesaru Bele, 5 kg",Rs 999,Rs 786
40133681,"BB Popular Phool Makhana, 100 g Pouch",Rs 200,Rs 97
70001280,"BB Popular Channa - Brown/Kadale Kaalu, 1 kg Pouch",Rs 140,Rs 84
40072511,"BB Royal Organic - Raisins/Ona Drakshi, 100 g",Rs 75,Rs 51
100140874,"Figaro Pure Olive Oil, 1 L Tin",Rs 999,Rs 899
100968,"Mysore Sandal Bathing Soap - Superior with Pure Sandalwood Oil, 150 g Pack of 3",Rs 232,Rs 220
40008667,"Natures Plus Pot Mix, 5 kg",Rs 135,Rs 128.25
20004605,"Pampers  Active Baby Taped Diapers - Soft, Up To 12 Hours Absorption, 5 Star Skin Comfort, Large, 18 pcs Pouch",Rs 425,Rs 361
40180937,"Lizol Disinfectant Surface & Floor Cleaner Liquid, Floral, 5 L",Rs 809,Rs 724
40003813,"Best Plus Egg - Veg Feed, No Bad Odour, 12 pcs Pouch",Rs 143,Rs 135.85
40073432,"BB Popular Black Pepper/Kari Menasu, 200 g Pouch",Rs 200,Rs 170
40022639,"Fresho Cucumber - Organically Grown, 500 g",Rs 17.50,Rs 13.66
1200282,"Lizol Disinfectant Surface & Floor Cleaner Liquid Citrus 975 ml + Lavender 975 ml, Combo (Pack of 2)",Rs 410,Rs 365.75
30000230,"BB Royal Rice/Akki Surti Kolam, 10 kg (12 - 17 Months Old)",Rs 900,Rs 782
40008671,"Natures Plus Organic Fertiliser, 1 Kg",Rs 60,Rs 55
1202438,"Lizol Disinfectant Surface & Floor Cleaner Liquid Citrus 2 L + Lavender 2 L, Combo (Pack of 2)",Rs 798,Rs 684
40058661,"BB Royal Coriander / Dhania Seeds, 50 g",Rs 20,Rs 16
40085597,"bigbasket Baby Wipes - Fresh, No Paraben, Double Moisturizing, 80 pcs",Rs 169,Rs 99
40019098,"Surf Excel Quick Wash Detergent Powder, 60 g Pouch",Rs 10,Rs 9.50
10000095,"Fresho Colocasia, 250 g",Rs 17.19,Rs 10.10
40091134,"BB Royal Organic - Sona Masoori Raw Rice/Akki, 2 kg",Rs 190,Rs 136
40087188,"Happilo Premium Californian Roasted & Salted Pistachios, 200 g",Rs 395,Rs 296.25
277072,"Listerine Mouthwash Liquid - Cool Mint, Removes 99.9% Germs, 500 ml Bottle",Rs 285,Rs 256.50
40076275,"Godrej Protekt Liquid Handwash Refill - Germ Fighter Neem & Aloe Vera, Keeps Skin Hydrated, 750 ml",Rs 99,Rs 89.10
40008482,"Scotch brite Sponge Wipes for kitchen cleaning, Re-usable Absorent, 1 pc",Rs 70,Rs 65
20000487,"BB Royal Deseeded Tamarind/Hunisehannu/Imli, 500 g Pouch",Rs 225,Rs 133
40125610,"Whisper  Bindazzz Nights Sanitary Pads - Wider Back, Up To 0% Leak, Provides All Night Protection, XXXL, 10 pcs",Rs 275,Rs 225
40097082,"Ariel Matic Detergent Washing Powder - Top Load, 1 kg",Rs 238,Rs 226.10
10000090,"Fresho Coccinia, 250 g",Rs 15.63,Rs 12.50
40094683,"Epigamia  Greek Yogurt - Vanilla Bean, 90 g Cup",Rs 50,Rs 47.47
271035,"Freedom Refined Oil - Sunflower, 1 L Pouch",Rs 155,Rs 147.25
100554,"Saffola Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious, 1 L Pouch",Rs 170,Rs 161.50
255834,"Grb Ghee/Tuppa, 1 L Bottle",Rs 663,Rs 629.85
276757,"Dhara  Refined - Sunflower Oil, 1 L Pouch",Rs 180,Rs 143
10000178,"Fresho Onion - Sambhar, 250 g",Rs 29.69,Rs 22.98
10000152,"Fresho Papaya - Medium, 1 pc 1kg - 1.5 kg",Rs 75,Rs 55.42
40103540,"Fresho Watermelon -  Medium, 1 pc 2.8 - 4 kg",Rs 103.03,Rs 68.68
1212731,"BORGES Durum Wheat Pasta - Fusilli 500 g + Durum Wheat Pasta - Penne Rigate 500 g, Combo 2 Items",Rs 500,Rs 245.70
40135131,"Dabur Chyawanprash - 2X Immunity, 2 kg",Rs 620,Rs 570.40
281513,"Wheel  Green Lemon & Jasmine Detergent Powder, 1 kg",Rs 62,Rs 58.90
1202083,"BB Royal Organic - Sona Masoori Raw Rice (5 kg)+ Brown Sugar 1 kg +Toor Dal 1 kg, Combo 3 Items",Rs 789,Rs 540
10000293,"Fresho Amla, 250 g",Rs 37.50,Rs 28.28
263819,"Colin Glass & Surface Cleaner Liquid Spray, Regular, 500 ml Bottle",Rs 96,Rs 91.20
40024642,"Daily Dump Organic - Compost, 1 kg",Rs 40,Rs 35
40087196,"Happilo Premium Natural Whole Cashews, 200 g",Rs 335,Rs 251.25
40117922,"Farm Made Eggs - Free Range, 12 pcs",Rs 250,Rs 202
40002629,"BB Popular Raisins/Ona Drakshi - Indian, 200 g Pouch",Rs 100,Rs 68.68
40128980,"Disano Olive Oil - Extra Light, 2 L Bottle",Rs 2395,Rs 939
260999,"Johnson's baby Baby Lotion, 100 ml",Rs 100,Rs 95
40019095,"Surf Excel Detergent Bar, 150 g Pouch",Rs 20,Rs 19
294222,"Origami So Soft 3 Ply Toilet Tissue, 10 + 2 Rolls",Rs 450,Rs 427.50
40002071,"Rin Rin Detergent Bar, 140 g",Rs 10,Rs 9
40214604,"Sunfeast All rounder biscuits : Thin Potato Masala salted biscuits, 28.2 g Pouch",Rs 10,Rs 9.50
40114165,"BB Royal Organic Black Pepper/Kari Menasui, 50 g",Rs 53,Rs 48
30010463,"Murginns Organic Tofu - Soy Paneer, 200 g",Rs 90,Rs 85.50
30005123,"Pedigree Meat Jerky Stix - Barbecued Chicken Flavour, For Adult Dogs, 80 g",Rs 140,Rs 119
40013625,"Fresho Brown Bread - Safe, Preservative Free, 400 g",Rs 39,Rs 37.05
1206889,"BB Popular Almond/Badam - Californian, Giri 200gm + Cashew Whole 200gm+Raisins Indian 200gm, Combo 3 Items",Rs 640,Rs 411.68
1206894,"BB Popular Cashew/Kaju Whole 500gm + Raisins Indian 500gm+Almond Californian, Giri 500gm, Combo 3 Items",Rs 1750,Rs 925
249672,"Horlicks Mother's Plus, Vanilla, 200 g Carton",None,Rs 199
40064889,"BB Royal Roasted Sooji/Rava, 1 kg 0",Rs 80,Rs 44
40112467,"HappyChef Durum Wheat Pasta - Spaghetti, 500 g",Rs 155,Rs 95
40185972,"BB Home Stainless Steel Pav Bhaji/Idli Plate - Oval Shape, 2 pcs",Rs 479,Rs 269
264321,"Sensodyne Fresh Mint Toothpaste - Daily Protection, For Sensitive Teeth & Healthy Gums, 75 g",Rs 115,Rs 109
40003156,"Milky Mist Natural Set Curd, 1 kg Cup",Rs 125,Rs 115
1204241,"BB Royal Rice - Idli 5 Kg + Urad Gota - Whole 2 Kg + Fried Gram/Bengal Gram 500 Gm, Combo 3 Items",Rs 810,Rs 541
40184465,"Pedigree Adult Wet Dog Food - Grilled Liver Chunks Flavour In Gravy With Vegetables, 70 g Pouch",Rs 35,Rs 31.50
40188983,"BB Home Pacific Steel Insulated Vacuum Flask, 1 L",Rs 999,Rs 589
40120484,"Baby Dove Rich Moisture Shampoo - No Parabens & Sulfates, 200 ml",Rs 215,Rs 193.50
40142905,"GoodDiet Himalayan Pink Rock Salt/Uppu Powder, 1 kg",Rs 99,Rs 89
40052450,"Wagh Bakri Leaf Tea, 250 g",Rs 140,Rs 133
40124436,"SHEBA Premium Cat Food - Fish With Dry Bonito Flake, For Adult Cats, 35 g Pouch",Rs 40,Rs 34
40045943,"Amul Butter - Pasteurised, 200 g Tub",Rs 102,Rs 91.91
264009,"Tide Plus Detergent Washing Powder - Extra Power Jasmine & Rose, 1 kg",Rs 128,Rs 121.60
20000524,"BB Royal Idli Sooji/Rava, 500 g Pouch",Rs 35,Rs 20
40176655,"BB Home Octa Plastic Pet Water Bottle - Light Blue, Narrow Mouth, 1 L",Rs 42,Rs 29
40173113,"BB Home Compostable Garbage Bag-Medium Green (19x21 Inches), 15 pcs Mono-Carton",Rs 130,Rs 123.50
40072502,"BB Royal Organic - Cinnamon/Chakke, 100 g",Rs 120,Rs 114
1203900,"BB Royal Red Chilli with Stem 500 gm + Coriander Seeds 500 gm + Cumin - Whole 100 gm, Combo 3 Item",Rs 400,Rs 332.50
1202595,"BB Royal Red Chilli/Lal Mirch 200g + Coriander/Dhania Seeds 200g + Cumin/Jeera Whole 200g, Combo",Rs 260,Rs 180.50
40161710,"BB Royal Basmati Rice/Basmati Akki - Rozana Premium, 1 kg Pouch",Rs 110,Rs 85
40023481,"Fresho Lemon - Organically Grown, 4 pcs",Rs 31.25,Rs 25
30010022,"BB Royal HMT Kolam Rice/Akki, 25 kg Bag",Rs 1875,Rs 1632
1203740,"Surf Excel Liquid Detergent Matic Top Load 500ml & Matic Top Load Detergent Powder 2 kg, Combo 2 Items",Rs 579,Rs 450.45
101725,"Premier Kitchen Towel, 4 pcs",Rs 265,Rs 251.75
